case_id,activity,timestamp_start,timestamp_end,station_id,resource_id,resource_name,qualification,result,rework_flag,reference,temps_prevu,temps_reel,wait_time,alea,cout_horaire
P0002,Assemblage train atterissage droit,2023-09-01 09:45:45.109584,2023-09-01 09:45:45.109584,Station_44,AIR0100,Isabelle Moreau,Chef d'Équipe Expert,OK,False,D010,0.0,0.0,0.08571959321238658,Perte traçabilité composants,41.5
P0003,Assemblage aile gauche,2023-09-01 09:48:19.542172,2023-09-01 09:48:19.542172,Station_16,AIR0128,Sophie Fournier,Chef d'Équipe Senior,OK,False,A416,0.0,0.0,0.1,Déformation supports,41.5
P0001,Assemblage aile gauche_Rework,2023-09-01 09:50:22.075775,2023-09-01 09:50:22.075775,Station_16,AIR0072,Sophie Bernard,Chef d'Équipe Senior,OK,True,C483,0.0,0.0,0.5,Rework nécessaire,41.5
P0002,Fixation réacteur aile droite,2023-09-01 09:53:57.459251,2023-09-01 09:53:57.459251,Station_51,AIR0107,Isabelle Roux,Opérateur Technique,OK,False,D010,0.0,0.0,0.13676379631895874,Défaillance protocoles sécurité industrielle,37.5
P0003,Assemblage fuselage centrale,2023-09-01 09:55:41.709445,2023-09-01 09:55:41.709445,Station_23,AIR0135,Paul Petit,Opérateur Senior,OK,False,A416,0.0,0.0,0.12282424249201823,Incident logiciel robots,41.5
P0001,Assemblage fuselage centrale,2023-09-01 09:56:56.274428,2023-09-01 09:56:56.274428,Station_23,AIR0079,Jacques Vincent,Technicien Technique,OK,False,C483,0.0,0.0,0.1094996259463133,Incident logiciel robots,39.5
P0003,Assemblage train atterissage gauche,2023-09-01 10:01:41.709445,2023-09-01 10:01:41.709445,Station_30,AIR0086,Antoine Robert,Opérateur Senior,OK,False,A416,0.0,0.0,0.1,Défaillance majeure systèmes,41.5
P0001,Assemblage train atterissage gauche,2023-09-01 10:02:56.274428,2023-09-01 10:02:56.274428,Station_30,AIR0086,Antoine Robert,Opérateur Senior,OK,False,C483,0.0,0.0,0.1,Défaillance majeure systèmes,41.5
P0001,Fixation réacteur aile gauche,2023-09-01 10:06:08.264847,2023-09-01 10:06:08.264847,Station_37,AIR0149,Miguel Lefebvre,Opérateur Senior,OK,False,C483,0.0,0.0,0.05333067193118488,Perte référencement,41.5
P0004,Assemblage queue avion,2023-09-01 10:06:08.948010,2023-09-01 10:06:08.948010,Station_2,AIR0114,Jacques Vincent,Opérateur Senior,OK,False,D234,0.0,0.0,0.10248555820539687,Incident manutention,41.5
P0003,Fixation réacteur aile gauche,2023-09-01 10:08:19.033437,2023-09-01 10:08:19.033437,Station_37,AIR0149,Miguel Lefebvre,Opérateur Senior,OK,False,A416,0.0,0.0,0.1103677755403178,Perte référencement,41.5
P0004,Assemblage aile droite,2023-09-01 10:13:03.268792,2023-09-01 10:13:03.268792,Station_9,AIR0065,Jacques Roux,Opérateur Senior,OK,False,D234,0.0,0.0,0.11508910608743639,Usure prématurée outillages précision,42.5
P0001,Assemblage train atterissage droit,2023-09-01 10:13:33.161167,2023-09-01 10:13:33.161167,Station_44,AIR0100,Isabelle Moreau,Chef d'Équipe Expert,OK,False,C483,0.0,0.0,0.12358231117709254,Perte traçabilité composants,41.5
P0003,Assemblage train atterissage droit,2023-09-01 10:14:04.129601,2023-09-01 10:14:04.129601,Station_44,AIR0100,Isabelle Moreau,Chef d'Équipe Expert,OK,False,A416,0.0,0.0,0.09586004562682625,Perte traçabilité composants,41.5
P0003,Fixation réacteur aile droite,2023-09-01 10:18:19.721424,2023-09-01 10:18:19.721424,Station_51,AIR0107,Isabelle Roux,Opérateur Technique,OK,False,A416,0.0,0.0,0.07099772872057938,Défaillance protocoles sécurité industrielle,37.5
P0001,Fixation réacteur aile droite,2023-09-01 10:18:36.537067,2023-09-01 10:18:36.537067,Station_51,AIR0051,Nathalie Martin,Technicien Junior,OK,False,C483,0.0,0.0,0.08427108333260072,Défaillance protocoles sécurité industrielle,35.5
P0004,Assemblage aile gauche,2023-09-01 10:19:03.268792,2023-09-01 10:19:03.268792,Station_16,AIR0016,Fatima Lefebvre,Opérateur Technique,OK,False,D234,0.0,0.0,0.1,Déformation supports,36.5
P0004,Assemblage fuselage centrale,2023-09-01 10:22:55.809217,2023-09-01 10:22:55.809217,Station_23,AIR0023,Alice Durand,Technicien Junior,OK,False,D234,0.0,0.0,0.06459456259759727,Incident logiciel robots,36.5
P0004,Assemblage train atterissage gauche,2023-09-01 10:28:55.809217,2023-09-01 10:28:55.809217,Station_30,AIR0030,Louis Durand,Opérateur Technique,OK,False,D234,0.0,0.0,0.1,Défaillance majeure systèmes,38.5
P0004,Fixation réacteur aile gauche,2023-09-01 10:32:54.298134,2023-09-01 10:32:54.298134,Station_37,AIR0037,Antoine Durand,Technicien Senior,OK,False,D234,0.0,0.0,0.06624692134189297,Perte référencement,42.5
P0005,Assemblage queue avion,2023-09-01 10:34:02.007119,2023-09-01 10:34:02.007119,Station_2,AIR0058,Emma Simon,Technicien Technique,OK,False,A247,0.0,0.0,0.06722419980953799,Incident manutention,39.5
P0005,Assemblage aile droite,2023-09-01 10:37:42.869855,2023-09-01 10:37:42.869855,Station_9,AIR0065,Jacques Roux,Opérateur Senior,OK,False,A247,0.0,0.0,0.061350759911638214,Usure prématurée outillages précision,42.5
P0004,Assemblage train atterissage droit,2023-09-01 10:38:49.936211,2023-09-01 10:38:49.936211,Station_44,AIR0100,Isabelle Moreau,Chef d'Équipe Expert,OK,False,D234,0.0,0.0,0.09878835473620912,Perte traçabilité composants,41.5
P0005,Assemblage aile gauche,2023-09-01 10:43:42.869855,2023-09-01 10:43:42.869855,Station_16,AIR0016,Fatima Lefebvre,Opérateur Technique,OK,False,A247,0.0,0.0,0.1,Déformation supports,36.5
P0004,Fixation réacteur aile droite,2023-09-01 10:46:30.145061,2023-09-01 10:46:30.145061,Station_51,AIR0051,Nathalie Martin,Technicien Junior,OK,False,D234,0.0,0.0,0.12783579154632738,Défaillance protocoles sécurité industrielle,35.5
P0005,Assemblage fuselage centrale,2023-09-01 10:47:11.572879,2023-09-01 10:47:11.572879,Station_23,AIR0023,Alice Durand,Technicien Junior,OK,False,A247,0.0,0.0,0.05797306219276071,Incident logiciel robots,36.5
P0005,Assemblage train atterissage gauche,2023-09-01 10:53:11.572879,2023-09-01 10:53:11.572879,Station_30,AIR0086,Antoine Robert,Opérateur Senior,OK,False,A247,0.0,0.0,0.1,Défaillance majeure systèmes,41.5
P0005,Fixation réacteur aile gauche,2023-09-01 11:00:57.973898,2023-09-01 11:00:57.973898,Station_37,AIR0037,Antoine Durand,Technicien Senior,OK,False,A247,0.0,0.0,0.12955583862545872,Perte référencement,42.5
P0006,Assemblage queue avion,2023-09-01 11:06:47.920086,2023-09-01 11:06:47.920086,Station_2,AIR0058,Emma Simon,Technicien Technique,OK,False,C993,0.0,0.0,0.11331113490459013,Incident manutention,39.5
P0005,Assemblage train atterissage droit,2023-09-01 11:09:52.099747,2023-09-01 11:09:52.099747,Station_44,AIR0100,Isabelle Moreau,Chef d'Équipe Expert,Rework,True,A247,0.0,0.0,0.14836829129900528,Perte traçabilité composants,41.5
P0006,Assemblage aile droite,2023-09-01 11:11:33.230426,2023-09-01 11:11:33.230426,Station_9,AIR0009,Martine Vincent,Chef d'Équipe Confirmé,OK,False,C993,0.0,0.0,0.07925287217132225,Usure prématurée outillages précision,40.5
P0006,Assemblage aile gauche,2023-09-01 11:17:33.230426,2023-09-01 11:17:33.230426,Station_16,AIR0072,Sophie Bernard,Chef d'Équipe Senior,OK,False,C993,0.0,0.0,0.1,Déformation supports,41.5
P0006,Assemblage fuselage centrale,2023-09-01 11:25:33.224487,2023-09-01 11:25:33.224487,Station_23,AIR0135,Paul Petit,Opérateur Senior,OK,False,C993,0.0,0.0,0.13333168355961963,Incident logiciel robots,41.5
P0006,Assemblage train atterissage gauche,2023-09-01 11:31:33.224487,2023-09-01 11:31:33.224487,Station_30,AIR0030,Louis Durand,Opérateur Technique,OK,False,C993,0.0,0.0,0.1,Défaillance majeure systèmes,38.5
P0007,Assemblage queue avion,2023-09-01 11:33:23.196255,2023-09-01 11:33:23.196255,Station_2,AIR0002,François Lefebvre,Technicien Junior,OK,False,A337,0.0,0.0,0.05644340407762025,Incident manutention,32.5
P0006,Fixation réacteur aile gauche,2023-09-01 11:34:35.946313,2023-09-01 11:34:35.946313,Station_37,AIR0149,Miguel Lefebvre,Opérateur Senior,OK,False,C993,0.0,0.0,0.050756062694734067,Perte référencement,41.5
P0006,Assemblage train atterissage droit,2023-09-01 11:39:34.086056,2023-09-01 11:39:34.086056,Station_44,AIR0044,Luc Roux,Chef d'Équipe Technique,OK,False,C993,0.0,0.0,0.08281659539215477,Perte traçabilité composants,37.5
P0005,Assemblage train atterissage droit_Rework,2023-09-01 11:39:52.099747,2023-09-01 11:39:52.099747,Station_44,AIR0100,Isabelle Moreau,Chef d'Équipe Expert,OK,True,A247,0.0,0.0,0.5,Rework nécessaire,41.5
P0007,Assemblage aile droite,2023-09-01 11:40:30.445820,2023-09-01 11:40:30.445820,Station_9,AIR0009,Martine Vincent,Chef d'Équipe Confirmé,OK,False,A337,0.0,0.0,0.11868043475899626,Usure prématurée outillages précision,40.5
P0006,Fixation réacteur aile droite,2023-09-01 11:42:35.602967,2023-09-01 11:42:35.602967,Station_51,AIR0051,Nathalie Martin,Technicien Junior,OK,False,C993,0.0,0.0,0.05042136420287451,Défaillance protocoles sécurité industrielle,35.5
P0005,Fixation réacteur aile droite,2023-09-01 11:43:50.531750,2023-09-01 11:43:50.531750,Station_51,AIR0051,Nathalie Martin,Technicien Junior,OK,False,A247,0.0,0.0,0.06623111187627224,Défaillance protocoles sécurité industrielle,35.5
P0007,Assemblage aile gauche,2023-09-01 11:46:30.445820,2023-09-01 11:46:30.445820,Station_16,AIR0072,Sophie Bernard,Chef d'Équipe Senior,OK,False,A337,0.0,0.0,0.1,Déformation supports,41.5
P0007,Assemblage fuselage centrale,2023-09-01 11:52:21.827496,2023-09-01 11:52:21.827496,Station_23,AIR0135,Paul Petit,Opérateur Senior,OK,False,A337,0.0,0.0,0.09760602107543026,Incident logiciel robots,41.5
P0007,Assemblage train atterissage gauche,2023-09-01 11:58:21.827496,2023-09-01 11:58:21.827496,Station_30,AIR0086,Antoine Robert,Opérateur Senior,OK,False,A337,0.0,0.0,0.1,Défaillance majeure systèmes,41.5
P0007,Fixation réacteur aile gauche,2023-09-01 12:03:37.424008,2023-09-01 12:03:37.424008,Station_37,AIR0149,Miguel Lefebvre,Opérateur Senior,OK,False,A337,0.0,0.0,0.08766569767314134,Perte référencement,41.5
P0008,Assemblage queue avion,2023-09-01 12:06:02.272493,2023-09-01 12:06:02.272493,Station_2,AIR0058,Emma Simon,Technicien Technique,OK,False,A413,0.0,0.0,0.10063124802768063,Incident manutention,39.5
P0008,Assemblage aile droite,2023-09-01 12:10:04.049134,2023-09-01 12:10:04.049134,Station_9,AIR0009,Martine Vincent,Chef d'Équipe Confirmé,OK,False,A413,0.0,0.0,0.06716017816587075,Usure prématurée outillages précision,40.5
P0007,Assemblage train atterissage droit,2023-09-01 12:11:02.758432,2023-09-01 12:11:02.758432,Station_44,AIR0044,Luc Roux,Chef d'Équipe Technique,OK,False,A337,0.0,0.0,0.12370400657007088,Perte traçabilité composants,37.5
P0007,Fixation réacteur aile droite,2023-09-01 12:14:35.857261,2023-09-01 12:14:35.857261,Station_51,AIR0107,Isabelle Roux,Opérateur Technique,OK,False,A337,0.0,0.0,0.05919411906293213,Défaillance protocoles sécurité industrielle,37.5
P0008,Assemblage aile gauche,2023-09-01 12:16:04.049134,2023-09-01 12:16:04.049134,Station_16,AIR0072,Sophie Bernard,Chef d'Équipe Senior,OK,False,A413,0.0,0.0,0.1,Déformation supports,41.5
P0008,Assemblage fuselage centrale,2023-09-01 12:24:28.968526,2023-09-01 12:24:28.968526,Station_23,AIR0079,Jacques Vincent,Technicien Technique,OK,False,A413,0.0,0.0,0.14025538661106182,Incident logiciel robots,39.5
P0008,Assemblage train atterissage gauche,2023-09-01 12:30:28.968526,2023-09-01 12:30:28.968526,Station_30,AIR0086,Antoine Robert,Opérateur Senior,OK,False,A413,0.0,0.0,0.1,Défaillance majeure systèmes,41.5
P0009,Assemblage queue avion,2023-09-01 12:34:06.469886,2023-09-01 12:34:06.469886,Station_2,AIR0058,Emma Simon,Technicien Technique,OK,False,D234,0.0,0.0,0.06846385733182485,Incident manutention,39.5
P0008,Fixation réacteur aile gauche,2023-09-01 12:38:04.271799,2023-09-01 12:38:04.271799,Station_37,AIR0149,Miguel Lefebvre,Opérateur Senior,OK,False,A413,0.0,0.0,0.12647313136197944,Perte référencement,41.5
P0009,Assemblage aile droite,2023-09-01 12:42:05.024722,2023-09-01 12:42:05.024722,Station_9,AIR0121,Bernard Durand,Opérateur Senior,OK,False,D234,0.0,0.0,0.13293189883428244,Usure prématurée outillages précision,41.5
P0008,Assemblage train atterissage droit,2023-09-01 12:46:44.090838,2023-09-01 12:46:44.090838,Station_44,AIR0100,Isabelle Moreau,Chef d'Équipe Expert,OK,False,A413,0.0,0.0,0.1443941775830684,Perte traçabilité composants,41.5
P0009,Assemblage aile gauche,2023-09-01 12:48:05.024722,2023-09-01 12:48:05.024722,Station_16,AIR0072,Sophie Bernard,Chef d'Équipe Senior,OK,False,D234,0.0,0.0,0.1,Déformation supports,41.5
P0008,Fixation réacteur aile droite,2023-09-01 12:51:54.922617,2023-09-01 12:51:54.922617,Station_51,AIR0107,Isabelle Roux,Opérateur Technique,Rework,True,A413,0.0,0.0,0.08634216071055732,Défaillance protocoles sécurité industrielle,37.5
P0009,Assemblage fuselage centrale,2023-09-01 12:56:05.633175,2023-09-01 12:56:05.633175,Station_23,AIR0023,Alice Durand,Technicien Junior,OK,False,D234,0.0,0.0,0.1335023480096584,Incident logiciel robots,36.5
P0009,Assemblage train atterissage gauche,2023-09-01 13:02:05.633175,2023-09-01 13:02:05.633175,Station_30,AIR0086,Antoine Robert,Opérateur Senior,OK,False,D234,0.0,0.0,0.1,Défaillance majeure systèmes,41.5
P0010,Assemblage queue avion,2023-09-01 13:04:59.693284,2023-09-01 13:04:59.693284,Station_2,AIR0058,Emma Simon,Technicien Technique,OK,False,D120,0.0,0.0,0.08324813443926571,Incident manutention,39.5
P0009,Fixation réacteur aile gauche,2023-09-01 13:08:22.179069,2023-09-01 13:08:22.179069,Station_37,AIR0149,Miguel Lefebvre,Opérateur Senior,OK,False,D234,0.0,0.0,0.10459608162704007,Perte référencement,41.5
P0010,Assemblage aile droite,2023-09-01 13:10:15.687393,2023-09-01 13:10:15.687393,Station_9,AIR0121,Bernard Durand,Opérateur Senior,OK,False,D120,0.0,0.0,0.08777614150000644,Usure prématurée outillages précision,41.5
P0009,Assemblage train atterissage droit,2023-09-01 13:11:25.958444,2023-09-01 13:11:25.958444,Station_44,AIR0044,Luc Roux,Chef d'Équipe Technique,OK,False,D234,0.0,0.0,0.05104982629347578,Perte traçabilité composants,37.5
P0010,Assemblage aile gauche,2023-09-01 13:16:15.687393,2023-09-01 13:16:15.687393,Station_16,AIR0072,Sophie Bernard,Chef d'Équipe Senior,Rework,True,D120,0.0,0.0,0.1,Déformation supports,41.5
P0009,Fixation réacteur aile droite,2023-09-01 13:17:04.591742,2023-09-01 13:17:04.591742,Station_51,AIR0051,Nathalie Martin,Technicien Junior,Rework,True,D234,0.0,0.0,0.09406480502034426,Défaillance protocoles sécurité industrielle,35.5
P0008,Fixation réacteur aile droite_Rework,2023-09-01 13:21:54.922617,2023-09-01 13:21:54.922617,Station_51,AIR0107,Isabelle Roux,Opérateur Technique,OK,True,A413,0.0,0.0,0.5,Rework nécessaire,37.5
P0011,Assemblage queue avion,2023-09-01 13:38:29.946813,2023-09-01 13:38:29.946813,Station_2,AIR0002,François Lefebvre,Technicien Junior,OK,False,A417,0.0,0.0,0.1416518925878186,Incident manutention,32.5
P0011,Assemblage aile droite,2023-09-01 13:45:15.508512,2023-09-01 13:45:15.508512,Station_9,AIR0065,Jacques Roux,Opérateur Senior,OK,False,A417,0.0,0.0,0.11265602741161646,Usure prématurée outillages précision,42.5
P0010,Assemblage aile gauche_Rework,2023-09-01 13:46:15.687393,2023-09-01 13:46:15.687393,Station_16,AIR0072,Sophie Bernard,Chef d'Équipe Senior,OK,True,D120,0.0,0.0,0.5,Rework nécessaire,41.5
P0009,Fixation réacteur aile droite_Rework,2023-09-01 13:47:04.591742,2023-09-01 13:47:04.591742,Station_51,AIR0051,Nathalie Martin,Technicien Junior,OK,True,D234,0.0,0.0,0.5,Rework nécessaire,35.5
P0011,Assemblage aile gauche,2023-09-01 13:51:15.508512,2023-09-01 13:51:15.508512,Station_16,AIR0072,Sophie Bernard,Chef d'Équipe Senior,OK,False,A417,0.0,0.0,0.1,Déformation supports,41.5
P0010,Assemblage fuselage centrale,2023-09-01 13:54:01.822386,2023-09-01 13:54:01.822386,Station_23,AIR0023,Alice Durand,Technicien Junior,OK,False,D120,0.0,0.0,0.12948194241558184,Incident logiciel robots,36.5
P0011,Assemblage fuselage centrale,2023-09-01 13:58:16.805171,2023-09-01 13:58:16.805171,Station_23,AIR0079,Jacques Vincent,Technicien Technique,OK,False,A417,0.0,0.0,0.11702684971932405,Incident logiciel robots,39.5
P0010,Assemblage train atterissage gauche,2023-09-01 14:00:01.822386,2023-09-01 14:00:01.822386,Station_30,AIR0086,Antoine Robert,Opérateur Senior,OK,False,D120,0.0,0.0,0.1,Défaillance majeure systèmes,41.5
P0011,Assemblage train atterissage gauche,2023-09-01 14:04:16.805171,2023-09-01 14:04:16.805171,Station_30,AIR0030,Louis Durand,Opérateur Technique,OK,False,A417,0.0,0.0,0.1,Défaillance majeure systèmes,38.5
P0012,Assemblage queue avion,2023-09-01 14:05:33.447565,2023-09-01 14:05:33.447565,Station_2,AIR0058,Emma Simon,Technicien Technique,OK,False,A235,0.0,0.0,0.09262432349933654,Incident manutention,39.5
P0010,Fixation réacteur aile gauche,2023-09-01 14:07:50.329954,2023-09-01 14:07:50.329954,Station_37,AIR0149,Miguel Lefebvre,Opérateur Senior,OK,False,D120,0.0,0.0,0.13014099117755654,Perte référencement,41.5
P0011,Fixation réacteur aile gauche,2023-09-01 14:10:04.848517,2023-09-01 14:10:04.848517,Station_37,AIR0149,Miguel Lefebvre,Opérateur Senior,OK,False,A417,0.0,0.0,0.09667870716271264,Perte référencement,41.5
P0012,Assemblage aile droite,2023-09-01 14:10:41.868468,2023-09-01 14:10:41.868468,Station_9,AIR0065,Jacques Roux,Opérateur Senior,OK,False,A235,0.0,0.0,0.08567247317229709,Usure prématurée outillages précision,42.5
P0010,Assemblage train atterissage droit,2023-09-01 14:15:20.116882,2023-09-01 14:15:20.116882,Station_44,AIR0044,Luc Roux,Chef d'Équipe Technique,OK,False,D120,0.0,0.0,0.12494081323787945,Perte traçabilité composants,37.5
P0012,Assemblage aile gauche,2023-09-01 14:16:41.868468,2023-09-01 14:16:41.868468,Station_16,AIR0072,Sophie Bernard,Chef d'Équipe Senior,OK,False,A235,0.0,0.0,0.1,Déformation supports,41.5
P0011,Assemblage train atterissage droit,2023-09-01 14:17:34.875155,2023-09-01 14:17:34.875155,Station_44,AIR0044,Luc Roux,Chef d'Équipe Technique,OK,False,A417,0.0,0.0,0.1250073993245467,Perte traçabilité composants,37.5
P0010,Fixation réacteur aile droite,2023-09-01 14:18:44.672983,2023-09-01 14:18:44.672983,Station_51,AIR0107,Isabelle Roux,Opérateur Technique,OK,False,D120,0.0,0.0,0.056821139097956164,Défaillance protocoles sécurité industrielle,37.5
P0012,Assemblage fuselage centrale,2023-09-01 14:19:54.414411,2023-09-01 14:19:54.414411,Station_23,AIR0079,Jacques Vincent,Technicien Technique,OK,False,A235,0.0,0.0,0.053484984071015707,Incident logiciel robots,39.5
P0011,Fixation réacteur aile droite,2023-09-01 14:24:57.530248,2023-09-01 14:24:57.530248,Station_51,AIR0107,Isabelle Roux,Opérateur Technique,OK,False,A417,0.0,0.0,0.12295974818263665,Défaillance protocoles sécurité industrielle,37.5
P0012,Assemblage train atterissage gauche,2023-09-01 14:25:54.414411,2023-09-01 14:25:54.414411,Station_30,AIR0142,Omar Simon,Technicien Junior,OK,False,A235,0.0,0.0,0.1,Défaillance majeure systèmes,32.5
P0012,Fixation réacteur aile gauche,2023-09-01 14:31:53.302004,2023-09-01 14:31:53.302004,Station_37,AIR0037,Antoine Durand,Technicien Senior,OK,False,A235,0.0,0.0,0.09969099794189197,Perte référencement,42.5
P0013,Assemblage queue avion,2023-09-01 14:34:20.389151,2023-09-01 14:34:20.389151,Station_2,AIR0058,Emma Simon,Technicien Technique,OK,False,D116,0.0,0.0,0.07233031964696032,Incident manutention,39.5
P0012,Assemblage train atterissage droit,2023-09-01 14:40:35.939480,2023-09-01 14:40:35.939480,Station_44,AIR0100,Isabelle Moreau,Chef d'Équipe Expert,OK,False,A235,0.0,0.0,0.14517707653886675,Perte traçabilité composants,41.5
P0013,Assemblage aile droite,2023-09-01 14:42:13.714795,2023-09-01 14:42:13.714795,Station_9,AIR0065,Jacques Roux,Opérateur Senior,OK,False,D116,0.0,0.0,0.13147934545063059,Usure prématurée outillages précision,42.5
P0012,Fixation réacteur aile droite,2023-09-01 14:43:56.154499,2023-09-01 14:43:56.154499,Station_51,AIR0107,Isabelle Roux,Opérateur Technique,OK,False,A235,0.0,0.0,0.05561528315038389,Défaillance protocoles sécurité industrielle,37.5
P0013,Assemblage aile gauche,2023-09-01 14:48:13.714795,2023-09-01 14:48:13.714795,Station_16,AIR0128,Sophie Fournier,Chef d'Équipe Senior,Rework,True,D116,0.0,0.0,0.1,Déformation supports,41.5
P0014,Assemblage queue avion,2023-09-01 15:04:52.934987,2023-09-01 15:04:52.934987,Station_2,AIR0002,François Lefebvre,Technicien Junior,OK,False,A247,0.0,0.0,0.08137082975990967,Incident manutention,32.5
P0014,Assemblage aile droite,2023-09-01 15:08:52.025910,2023-09-01 15:08:52.025910,Station_9,AIR0065,Jacques Roux,Opérateur Senior,Rework,True,A247,0.0,0.0,0.06641414525609124,Usure prématurée outillages précision,42.5
P0013,Assemblage aile gauche_Rework,2023-09-01 15:18:13.714795,2023-09-01 15:18:13.714795,Station_16,AIR0128,Sophie Fournier,Chef d'Équipe Senior,OK,True,D116,0.0,0.0,0.5,Rework nécessaire,41.5
P0013,Assemblage fuselage centrale,2023-09-01 15:24:32.143272,2023-09-01 15:24:32.143272,Station_23,AIR0023,Alice Durand,Technicien Junior,OK,False,D116,0.0,0.0,0.10511902135988199,Incident logiciel robots,36.5
P0013,Assemblage train atterissage gauche,2023-09-01 15:30:32.143272,2023-09-01 15:30:32.143272,Station_30,AIR0086,Antoine Robert,Opérateur Senior,OK,False,D116,0.0,0.0,0.1,Défaillance majeure systèmes,41.5
P0015,Assemblage queue avion,2023-09-01 15:36:56.342759,2023-09-01 15:36:56.342759,Station_2,AIR0114,Jacques Vincent,Opérateur Senior,OK,False,A437,0.0,0.0,0.11565076640893923,Incident manutention,41.5
